,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,篇名,作者,关键词,摘要
1791,1791,1791,1791,1791,1791,这句俗语您理解对了吗?,丹七,,"老一辈儿的人都能熟背这样一句俗语:“桃养人,杏伤人,李子树下埋死人.”对这句话,您理解得对吗?_xD_
为什么俗语拿这三种水果比较呢?这是因为桃、杏、李既为夏季时令鲜果,又为药食同源的中药,具有相似性和可比性._xD_
我们说“桃养人”,还习惯把桃子称作“寿桃”,是因为吃桃的益处很多:补中益气、养阴生津、润肠通便,尤其适用于有气血两亏、面黄肌瘦、心悸气短、便秘、闭经、瘀血肿痛等症状的人._xD_
那么与“桃养人”相反,说“杏伤人,李子树下埋死人”,实际指出了“过食杏、李有害”的这一观点.中医养生观点认为,杏和李子均不可多吃.中医认为,杏肉味酸、性热,有小毒.过食会伤及筋骨、诱发老病,影响视力;若产妇、孕妇及孩童过食还极易长疮生疖.同时,由于鲜杏酸性较强,过食不仅容易激增胃里的酸液伤胃引起胃病,还易腐蚀牙齿诱发龋齿."
1792,1792,1792,1792,1792,1792,桑叶粉养蛋鸡好处多,宝嘉,,"饲料中添加桑叶粉将解决畜牧产品存在的以下问题,一是饲料中的蛋白质不足;二是重金属和农药残留超标;三是滥用抗生素,非法使用激素.桑树是食、饲、药同源树种,可生产优质畜禽产品的饲料.桑叶的营养特别丰富,可作饲料,桑饲料富含高蛋白,营养丰富、全面,含粗纤维%~%,可溶性碳水化合物%~%,干物质基础粗蛋白%~%,桑叶氨基酸齐全,维生素含量高,富含微量元素钙、铁、锌、硒等.在当前食品安全问题十分严峻的形势下,通过在饲料中添加桑粉喂鸡,发展优质、有机、绿色的蛋产品,创建食品名牌,带动养殖户增收致富."
1793,1793,1793,1793,1793,1793,甘肃三大药材蜜源及药花蜜利用价值简介,姜羚,,"近年来,随着人们健康意识的不断提高,药花蜜作为药食同源的滋补食品,越来越受到消费者的追捧,产品价格也日趋上涨.作为一名有着年养蜂经验的老蜂农,特向蜂农朋友介绍甘肃省三大药材蜜源地,向广大消费者介绍种平时不常见到的珍稀药花蜂蜜,供大家参考."
1794,1794,1794,1794,1794,1794,从绿豆到绿豆芽营养增多少,云无心,,"“食药同源”并非中国所独有.早在公元前年,印度人就把绿豆当作药物来使用.随后,至少过了一两千年,绿豆才传到中国.抛开那些人为制造的绿豆“神效”,绿豆本身确实是一种很好的食品._xD_
绿豆中含有相当丰富的蛋白质,一般超过％.然而,绿豆中蛋白质的氨基酸组成不算理想,缺乏含硫的半胱氨酸和甲硫氨酸,所以它单独满足人体氨基酸需求的能力比鸡蛋、牛奶和大豆中的优质蛋白质要差一些.不过,绿豆中的蛋白质富含赖氨酸."
1795,1795,1795,1795,1795,1795,一株产黑色素黑蒜发酵菌的分离与鉴定,"姬妍茹,刘玉,杨庆丽,刘宇峰,石杰,董艳,张正海","枯草芽孢杆菌,黑色素,黑蒜,鉴定,红外光谱","黑色素是一类由植物或者微生物产生的色素,在食品、化妆品和医药领域具有广阔的应用前景.从黑蒜发酵h样品中筛选出株产黑色素的细菌Snyzx-,对菌株进行形态学和分子生物学鉴定,采用紫外可见分光光谱和红外光谱扫描测定其所产黑色素特性,并进行短时耐高温能力测试.结果表明,在LB培养基上,菌落边缘较整齐,表面干燥,有褶皱,白色不透明,周围有少量棕色色素产生,SrDNA测定核苷酸序列为bp,与枯草芽孢杆菌(Bacillussubtilis)同源性达.%.具有短时耐高温能力,可耐受℃水浴min.由紫外分光光度法测得Snyzx-所产黑色素在~nm左右有一个较强吸收峰;红外光谱分析黑色素具有吲哚结构的吸收峰,结合该菌可利用L-酪氨酸的特性,推测其为真黑色素."
1796,1796,1796,1796,1796,1796,中药零食不适合所有人吃,邬时民,,"当我们走进超市的时候,不难发现龟苓膏、酸梅汤、凉茶、人丹梅、阿胶枣、茯苓饼、金银花、首乌茶等各种中药零食.而选择这些中药零食的多为后、后女性,她们认为中药零食具有中药和零食的两种特性,既能饱口福,又能保健治病.不过,有关中医专家却认为,尽管中药零食属于药食同源的商品,但是由于这类商品含有“药”,食用不慎会带来副作用._xD_
在一家大型超市里,短短半小时内就有人左右购买中药零食."
1797,1797,1797,1797,1797,1797,微波炉也能炮制中药,沈雯,,"微波炉是一种现代化的的烹调工具,具有加热效率高、方便、卫生等优点.除了可以烹饪食物外,微波炉还有其他用途吗?_xD_
俗话说“药食同源”,黄芩、甘草等中药材和食物一样都是天然产物,既然微波炉可以用于烹饪食物,是否也可以用于“烹饪”中药材呢?"
1798,1798,1798,1798,1798,1798,比奶粉还抢眼的母婴营养品牌,张三,,"欧优天使_xD_
母婴酵素营养品领衔品牌_xD_
欧优天使是母婴营养品婴童酵素行业开创者和领军品牌,专注婴童酵素研发,投身母婴健康年.婴童酵素遵循中医药源理中的""药食同源""以人体消化系统、免疫系统、基础营养补充三大块根据宝宝不同时期遇到的常见问题研发出来一系列婴童营部酵素产品!此次展会,欧优天使携手欧优佳儿首次公开上市,引得诸多全球各路母婴行业的专业大咖、经销商、代理商、加盟商的火热关注."
1799,1799,1799,1799,1799,1799,饮食疗法须体质辨识,黄如源,"饮食疗法,体质,中医辨识","祖国传统医学自有""药食同源""论,饮食疗法源远流长,有药物所不及的对人体特殊的调节作用.然而,食疗配方须遵循中医体质辨识,辨型调配,才能趋利避害达到保障人体健康的目的."
1800,1800,1800,1800,1800,1800,中医食疗在养生中的应用,"汪娅蓓,祝莉,任海平","中医食疗,养生,利用饮食调节身体健康","中医""药食同源""提出通过健康合理的饮食可以充盈人体正气,从天人合一、阴阳五行、辩证论治等方面说明中医食疗可以提高机体免疫力,预防疾病的发生,达到延年益寿的效果."
1801,1801,1801,1801,1801,1801,陈集山药的种植技术及发展前景,黄保库,"山药,种植技术,发展","陈集山药远近闻名,具有""药食同源""的特殊功效,其优越的品种和地理位置是其它区域的山药不可比拟的.如何发掘创新种植技术,让获得地理标志产品保护的陈集山药走出一条乡土特色的发展之路,就显得尤为重要."
1802,1802,1802,1802,1802,1802,临县红枣产业创新发展的思考,刘旭梅,"临县,红枣产业,创新发展","红枣含有丰富的营养物质,是食药同源的绝佳食品.随着社会的进步,红的消费量会越来越大.然而,临县红枣在实际生产中还存在许多具体问题,制约着红枣产业的快速发展.为此,必须正视问题,长远谋划,高起点起步,全方位创新,使红枣产业尽早成为临县富民惠民的亮点工程."
1803,1803,1803,1803,1803,1803,临夏州高寒阴湿区红树莓标准化栽培技术,"张仕周,马兴林,常海霞",,"树莓又称木莓、覆盆子、托盘、马林果,是蔷薇科悬钩子属多年生半灌木性果树,属于树莓亚属.果实成熟早,熟期仅次与草莓.浆果甜而芳香,果实营养丰富,可以加工成果浆、果酒、果汁和蜜饯;还有止渴、除痰、活血、发汗、通便清热、化痛、补肾等功效,是食药同源植物,被专家预测为第三代无污染绿色水果."
1804,1804,1804,1804,1804,1804,分析富含膳食纤维的代餐主食对型糖尿病患者血压的影响,彭艳丽,"膳食纤维,代餐主食,型糖尿病,血压,馒头","目的分析富含膳食纤维的代餐主食对型糖尿病患者血压的影响.方法在我院年月至年月期间收录的型糖尿病患者中随机抽取例作为分析对象,并将其分为对照组和分析组各例.其中对照组患者的早晚餐给予小麦纤维馒头,分析组患者的早晚餐给予药食同源馒头;比较两组患者的各项身体特征变化.结果对照组干预前的餐后小时血糖和体重指数与干预前有明显差异,有统计学意义(p＜.);分析组干预后和干预前的餐后小时和小时的血糖、糖化血红蛋白、高密度脂蛋白胆固醇、低密度脂蛋白胆固醇、收缩压、舒张压和体重指数存在明显差异,有统计学意义(p＜.).结论针对型糖尿病患者而言,可给予富含膳食纤维的小麦纤维馒头和药食同源馒头,对其体重指数和血压血糖均可有效改善."
1805,1805,1805,1805,1805,1805,浅谈大枣在中医养生中的应用,刘珍秀,"枣,中医,养生","传统中医十分重视日常饮食与健康养生之间的辩证关系,""药食同源"",""药补不如食补""是中医养生中的金科玉律.大枣作为日常生活及汤剂中的常见材料,因丰富的营养价值、良好的食用口感备受喜爱,在药膳食疗中应用广泛,效果显著.本文将结合中医相关理论知识对大枣在现代中医养生中的应用进行初步探讨."
1806,1806,1806,1806,1806,1806,最大的愿望(外一篇),秦德龙,,"安泰最大的愿望是,让一切挂有医疗机构的牌子销号._xD_
这个想法的核心是,让那些不知医院大门朝哪儿开的健康者,为人们普及健康知识.当然,人吃五谷杂粮,有时会感到身体不适或疼痛.怎么办呢?就让健康者领着人们走进厨房,用""药食同源""的理论,解决一切问题.在远古时代,没有医生,人们就用这个法子,活了过来.总之,安泰就是要让人们远离医院,看着医生大把大把地数钱,他心痛."
1807,1807,1807,1807,1807,1807,日月轮转舌尖好味时尚月饼大推荐,王元,,"雕爷牛腩甄选月饼礼盒_xD_
雕爷牛腩的月饼源自唐朝的传统工序,全程纯手工精制,每一块月饼都按照艺术品级别的烘焙要求,保证其造型优美,口感细腻软糯.品牌精心挑选模具图形,从多种古代传统月饼艺术造型中,筛选出凝聚时光与情感的代表图案,使其美味与艺术共存.雕爷牛腩严选原产地特色食材,药食同源的馅料搭配,秉承低糖低油脂原则,让月饼的每一抹颜色都源自于食材本身,白芸豆沙配以蛋黄、牛奶调制而成的桃山皮,有别于一般的糯米面粉制作出的饼皮.本款月饼共有种饼皮,搭配多种优质原料,呈现中不同口味."
1808,1808,1808,1808,1808,1808,阳光大棚的生态甲鱼养殖技术,石国军,"阳光大棚,生态甲鱼,养殖技术","甲鱼作为一种药食同源的上等食材,不仅具有极高的营养价值,还可以作为药材入药,对很多需要滋补温养的病症都有较好的辅助疗效.随着甲鱼食用量的不断增加,数量较少的野生甲鱼已经不能满足人们的需求,甲鱼养殖的产业规模也在逐渐扩大.本文就阳光大棚的生态甲鱼养殖技术进行应用研究"
1809,1809,1809,1809,1809,1809,海南海口:校企联手发展菜篮子,思雨,,"月日下午,海口市菜篮子产业集团有限责任公司与中国热带农业科学院签订框架协议.双方将重点在海口市菜篮子基地稳产丰产、提质增效、品牌打造、有机绿色高端产品开发和农旅开发等领域进行深度合作,共建技术推广示范平台,开发夏秋叶菜新品种,种植药食同源的芳香类功能性蔬菜."
1810,1810,1810,1810,1810,1810,"秋凉天寒,乐氏同仁教您如何煲汤进补",张三,,"入秋冬,天气渐冷,是进补的大好时机.有句俗话叫药食同源.盛夏一过,秋冬来临,不少人感觉身体发虚,想在秋冬季节补一补.很多人会找来当归、枸杞等药材,煲一锅“滋补汤”来犒劳一下自己和家人._xD_
然而,乐氏同仁老药铺的健康专家在这里郑重提醒大家:不同的中药特点各不相同.用中药煲汤之前,必须通晓中药的寒、热、温、凉等个性.不然,最终可能不仅没有进补,还给自己的身体健康带来危害."
1811,1811,1811,1811,1811,1811,发挥质量支撑作用推动生态蜂业振兴——中国质量万里行促进会生态蜂业专业委员会在京举行成立大会,安璞,,"为全面推动我国生态蜂业发展,促进蜂产业健康发展,月日,由中国质量万里行促进会主办、国家食药同源科技创新联盟和品牌中国战略规划院协办的生态蜂业专业委员会成立大会在北京举行.中国质量万里行促进会会长刘兆彬,国家质量监督检验检疫总局产品质量监督司巡视员郑卫华,国家食药同源产业科技创新联盟理事长、农业部农科院农产品加工研究所所长戴小枫,中国扶贫开发协会常务副会长张玉和,品牌中国战略规划院副理事长王连生,中国国际贸促会和有关银行、投资、金融机构以及中国质量万里行促进会生态专业委员会有关负责人和我国生态蜂业相关地、市、县政府部门、科研院所、企事业单位、国家新闻媒体共计余人出席了成立大会."
1812,1812,1812,1812,1812,1812,永靖县西部丘陵地区文冠果基地建设的思考,白西安,"永靖县,文冠果基地,建设途径,必要性","文冠果又名文冠树、文冠花、文官果、木瓜等,作为中国特有的木本油料植物,有北方油茶之称.既是防风固沙的先锋生态树种又是经济效益十分显著的经济型树种.文冠果具有药食同源的功效,文冠果油既能用于食用,又能用于药用,叶可以加工文冠茶.此外,文冠果果树抗旱、抗寒,在干旱和半干旱地区都能正常生长,是我国北方地区十分珍贵的优良树种.最近几年,永靖县结合地区实际情况,不断对林业产业结构进行调整,在西部丘陵地区积极建设文冠果基地,促进地区生态环境好转,经济效益提升.本文主要结合实际情况,就永靖县西部丘陵地区文冠果基地建设的必要性和途径进行了分析,希望通过本次研究对同行有所助益."
1813,1813,1813,1813,1813,1813,李属植物现代抗氧化研究与应用,"练有扬,王宗宇,郭鑫磊,包然","李属,抗氧化,现代应用,展望","李属(PrunusL.)植物大约有个种,属于蔷薇科李亚科,除了澳洲的各大洲均有种植,分布广泛,具有较好的药用价值,另外,李属中有许多的种是重要的果树.本属植物的化学成分包含多酚类黄酮、酚酸,植物甾醇、萜类、脂肪族类化合物、芳香族类化合物等挥发性成分,类胡萝卜素,脂肪油类,苷类以及氨基酸、维生素、矿物质等多种结构类型的化合物,具有解毒活血、润肠通便、除湿祛风、降血糖血压、抗氧化、抗肿瘤、抗血栓、抗过敏、增强免疫力、抗衰老等生物活性.本研究从现代应用与展望方面对李属植物研究情况进行综述,以期为该属植物的药食同源价值以及资源合理开发提供一定的理论依据."
1814,1814,1814,1814,1814,1814,糖友巧用薄荷,景然,,"薄荷是多年生草本植物,适应性很强,易于成活,很适合在家中养殖.夏秋季薄荷的茎叶生长较为茂盛,看起来绿意盎然、赏心悦目,可以愉悦心情.除了看起来好看以外,薄荷还是典型的中草药,糖友们可以利用薄荷来解决一些常见的小问题._xD_
中医认为薄荷辛、凉,入肺、肝经,具有疏散风热、清利头目、疏肝利咽的作用,临床上常用来缓解风热感冒、头痛、咽喉肿痛等症状.由于薄荷同时具有可食用性,被卫生部列为药食同源的中草药之一.所以糖友也可以将薄荷作为食材的一种,加入到日常饮食中来,达到改善口感、缓解不适症状的目的."
1815,1815,1815,1815,1815,1815,姜的化学成分及市场上主要姜食品,"谭素北,章聚宝,王栋,谢光月,史亚辉,王雅,郭涛","姜,化学成分,姜产品","姜是我国卫生部公布的首批药食同源中药之一.生姜的主要化学成分有挥发油、姜辣素、二苯基庚烷三大类.姜肉质肥厚风味独特,不仅营养价值高,还是一种药食兼具的食材.近年来姜在食品工业的开发研究发展迅速,大量以姜为主要原料的产品投放市场."
1816,1816,1816,1816,1816,1816,产蛋麻鸭混合感染肠球菌与链球菌病原的分离与鉴定及药敏试验,"路振香,刘占旭,刘畅,郭伟娜","链球菌,肠球菌,SrRNA序列,同源性分析,麻鸭","对安徽省明光市某养殖场送检的以腹泻、消瘦和败血症为主要特征的病死产蛋麻鸭进行病原分离鉴定,为该病的诊断与防治提供参考资料.将病死鸭肝脏用兔血琼脂和麦康凯培养基进行病原菌的分离培养、革兰氏染色、镜检,生化试验,药敏试验,细菌DNA模板制备,SrRNA序列扩增,序列测定及同源性分析.结果从送检的病死鸭的肝脏中分离到株革兰氏阳性链球菌.同源性分析表明,株与GenBank中的盲肠肠球菌NZ_KE.同源性达到.％;另株与GenBank中解没食子酸链球菌NZ_.同源性达到.％.药敏试验结果为:两株分离菌均对环丙沙星较为敏感,选用环丙沙星让养殖者使用,d后疫情便得到有效控制.从上述试验结果可知,该鸭群是由肠球菌和链球菌的混合感染而导致的."
1817,1817,1817,1817,1817,1817,健脾消食的沙棘,"李松,唐锴,郭一楠",,"沙棘为胡颓子科植物沙棘的干燥成熟果实,也叫醋柳果、醋刺柳等,是一种药食同源的植物._xD_
沙棘系蒙古族、藏族习用药材,分布于内蒙古、云南、西藏等地,秋、冬二季果实成熟或冻硬时采收,除去杂质,干燥或蒸后干燥."
1818,1818,1818,1818,1818,1818,这样吃枣营养加倍,马冠生,,"枣是秋季应季水果,而且营养丰富,是秋季进补佳品._xD_
现有研究发现,全世界约有枣属植物种,个变种,其中我国有枣属植物种,个变种,我国比较有名的有鸡蛋枣、金丝小枣、大荔枣、郎家园枣、壶瓶枣、晋枣等品种.中医著作上记载,红枣性温,久食有补气养血、益脾胃、通九窍、和百药、润肤养颜、养生保健等功效,是不可多得的药食同源佳品."
1819,1819,1819,1819,1819,1819,饮茶保健需看『性』对『质』,潘春华,,"祖国传统医学讲究“药食同源”.许多日常食用的蔬菜和谷物本身就是药材,茶叶也不例外.在中医典籍中,茶作为单方或复方入药颇为常见.《神农本草经》有“神农尝百草,日遇七十二毒,得茶而解之”的说法,就是有关茶叶保健功效的较早记述.唐代陈藏器称“茶为万病之药”,明代于慎行《谷山笔尘》也称茶能“疗百病皆瘥”."
1820,1820,1820,1820,1820,1820,满宝珍元干预后对糖尿病人的疗效分析,"吴海涛,张代喜,李全","满宝珍元,糖尿病","近年来,随着生活水平的改善,物质生活水平的提高,糖尿病的发病率也呈逐渐上升的趋势,并渐渐引起人们的广泛关注.目前,糖尿病虽然有很多种控制手段,但还未发现有效的根治方法,吉林省聚仁药业集团推出的药食同源产品""满宝珍元""在糖尿病治疗干预方面具有其独特的功效,本文将从满宝珍元的有效成分出发,通过对于相关病例的分析来阐明其疗效."
1821,1821,1821,1821,1821,1821,关于枸杞的若干条真相,云无心,,"枸杞是一种历史悠久的“食药同源”的果实,传说很多很神奇.进入世纪,它走出国门,在欧洲和美国吸引了大批爱好者,以至于“goji”这个简单直接的音译词取代了“ChineseWolfberry”麻烦的意译词._xD_
从辩证的角度,那些功效靠谱吗?下面,我们来聊聊它的若干个真相."
1822,1822,1822,1822,1822,1822,活力素对化疗药物不良作用的实验研究,"邬晓东,张纽华,何容开","活力素,化疗药物,减轻毒副作用","目的探讨一种药食同源的""工程菌""转化含硒的中药灵芝孢子等提取多种中药活性成分(简称""活力素"")对抗肿瘤药的毒副作用.方法将活力素、化疗药物(-氟尿嘧啶、卡铂、表阿枚素)分别及共同用于荷艾氏腹水瘤小鼠,随机分为活力素组、化疗药物(-氟尿嘧啶、卡铂、表阿枚素)组、化疗药物(-氟尿嘧啶、卡铂、表阿枚素)+活力素组,观察小鼠体质量及白细胞变化情况.结果活力素组小鼠体质量及白细胞明显提高,化疗药物(-氟尿嘧啶、卡铂、表阿枚素)+活力素组小鼠体质量及白细胞明显比化疗药物(-氟尿嘧啶、卡铂、表阿枚素)组小鼠体质量及白细胞下降轻.结论活力素能减轻化疗药物降低体质量、降低白细胞的作用,活力素与化疗药合用能减轻化疗药物的毒副作用."
1823,1823,1823,1823,1823,1823,缓解胃胀试试这个食疗方,生命时报,,"胃胀气多由消化不良、胃肠功能失调所致,主要表现为胃部饱胀感、压迫感或伴有恶心呕吐、烧心反酸、打嗝嗳气等症状.胃胀气多与日常的饮食和生活习惯有关,出现胃胀气后应注意饮食调理,少吃甜品,多吃清淡的食物,积极锻炼身体.还可选择一些有行气作用的药食同源之物,如萝卜、陈皮、玫瑰花、山楂、生姜等做成的药膳."
1824,1824,1824,1824,1824,1824,餐桌上的美丽时尚,赵德贵,,"鲜花不仅可以美化环境,令人赏心悦目,陶冶性情,而且药食同源,极有助人体健康、寿美之功效._xD_
养花是“大脑保健剂”.宋、明之后的养生专著多提到花香益神之功用.由此可见,养花能增强人体免疫力功能,使大脑细胞得到良好保养.袁枚诗云:“幽兰花里熏三日,只觉身轻欲上升.”真实形象地勾画出了养花健脑的生动情趣."
1825,1825,1825,1825,1825,1825,抗癌多吃红薯与海带,徐超,,"不久前,中华中医药学会亚健康分会常务理事、浙江立同德医院中医内科施仁潮教授作了“中医的食疗观与抗癌饮食保健”专题讲座,阐述了药食同源理论、抗癌饮食新观点._xD_
他指出,中医饮食指导的立足点是人的体质和病证有偏寒偏热的不同,食物有寒热不同属性.“寒者热之,热者寒之”.不同的谷物、水果、蔬菜、肉类都有不同的性和味,作用于人体,对健康产生影响.选对食物,才能吃出健康."
1826,1826,1826,1826,1826,1826,浅说生姜,张汉武,,"俗话说:“一斤生姜半斤枣,二两盐三两草,丁香、沉香各半两,四两茴香一处捣,煎也好,煮也好,红白容颜直到老.”还流传着:“冬吃萝卜夏吃姜,不用医生开处方”的民谚,这是对生姜防病治病作用的精辟概述;民间尚有“生姜治百病”之说,它被称为“东方神药”._xD_
自古以来,中医药就有生姜“药食同源“的说法.综观中药学发展的历史,也有充分的例子证实这一观点.常用中药生姜(或干姜)祛寒,是家庭必备的良药."
1827,1827,1827,1827,1827,1827,春食野菜有讲究,常怡勇,,"春风吹,野菜生,满山遍野清香鲜嫩的野菜,是大自然在春天送给人们的一份厚礼.吃腻了大鱼大肉的都市人,春天吃野菜成了一种健康时尚.田野里不时可见来自城市和乡村采挖野菜的人们.昔日穷苦人赖以充饥的野菜如今不但能以不菲的价格在集贸市场、大型超市里出售,连五星级饭店里也有野菜做成的高档佳肴.野菜不但是美味食品,也是治疗某些疾病的妙药.我国历来就有""医食同源""的说法,有些野菜本身就是民间常用中草药,因此,""野菜能治病""也在情理之中."
1828,1828,1828,1828,1828,1828,哪些中药材可当蔬菜吃?,吕斌,,"秋风吹——大青_xD_
近日,王小姐在超市蔬菜专柜看到有板蓝根、秋葵、野荞麦、当归、鸭脚板、鱼腥草等药用植物出售,觉得很好奇,药用植物还能当蔬菜吃?中医学本有“药食同源”之说.近年来,我国卫生部公布了数十种“药食同源”食品,药用植物中的金银花、藿香、紫苏、薄荷等均在名单之内,说明这些中药材可以当蔬菜食用.在此,笔者特为大家揭开身边经常可以看到、吃到的药用植物的神秘面纱."
1829,1829,1829,1829,1829,1829,苦瓜降血糖活性成分提取与评价方法研究进展,"于斌,葛邦国,和法涛,吴茂玉,刘光鹏","苦瓜,降血糖,活性成分,提取,评价","苦瓜作为药食同源的植物,具有多种保健功能,其降血糖活性一直是人们关注的热点.苦瓜中起到降血糖作用的活性成分主要是皂苷、黄酮、多糖等物质.因此,本文针对这些活性成分的提取和评价方法加以综述,以利于降血糖机理及相关产品的开发."
1830,1830,1830,1830,1830,1830,中药桔梗的现代药理研究进展,"李婷,徐文珊,李西文,陈修平,陆金健","桔梗,皂苷,药理活性","桔梗是桔梗科植物桔梗Platycodongrandiflorum(Jacq.)A.DC.的根,为药食同源的传统中药.本文通过检索Pubmed及CNKI数据库中相关文献,对桔梗的现代药理活性,包括祛痰作用、抗炎作用、免疫调节作用、抗肿瘤作用、保肝作用、心血管保护作用、治疗糖尿病作用、抗肥胖作用、镇痛作用等进行综述,以期为中药桔梗的深入开发提供理论基础."
1831,1831,1831,1831,1831,1831,山药及其主要活性成分药理作用研究进展,"李志强,曹文富","山药,山药多糖,免疫调节,抗氧化","山药为薯蓣科植物的块茎,是我国传统的药食同源食物之一,又称为淮山、大薯等,作为一味重要的中药,其性甘温,归脾胃、肺经,具有补中益气、健脾止泄、聪耳明目、滋阴润燥的功效,具有多种生物活性,主要含脂肪酸、多糖、蛋白质、氨基酸、微量元素等化学成分.其中山药多糖为主要活性成分,主要由甘露糖、木糖、阿拉伯糖、葡萄糖和半乳糖组成,现代研究表明具有调节免疫、抗衰老、抗肿瘤、降血糖等多种药理作用.本文就山药及山药多糖的药理研究予以综述."
1832,1832,1832,1832,1832,1832,马齿苋的化学成分及药理作用研究进展,冯津津,"马齿苋,化学成分,药理作用,综述","马齿苋(PortulacaoleraceaL.)为马齿苋科植物马齿苋干燥的地上部分,性寒味酸,归肝、大肠经,具有清热解毒,凉血止血,止痢的功效.始出自<本草经集注>、<本草图经>,又名五行草、马齿草、马苋、马齿菜、长寿菜等,以其叶青,梗赤,花黄,根白,子黑也.马齿苋作为我国传统中药在民间已有数千年的应用历史,我国历代本草医书对马齿苋都有记载.其还是我国卫生部划定的种药食同源的野生植物之一,它含有多种对人体有益的营养成分和药用成分,具有很高的营养价值和药用价值.下文将对近年来国内外关于马齿苋的生药学、化学成分及药理作用的研究进行综述."
1833,1833,1833,1833,1833,1833,青鱼病原嗜水气单胞菌分离鉴定、毒力因子检测及药敏试验,"梁利国,谢骏","青鱼,嗜水气单胞菌,SrRNA,Aer,alt,药敏试验","年月江苏常州市武进区前黄镇某养殖场养殖的青鱼出现大量死亡,症状主要表现为病鱼口腔、头部、眼眶、鳃盖边缘、鳍条基部及鱼体尾柄处充血,肛门红肿.解剖后,可见肠道内无食物,并充血发红,腹腔内有的有淡黄色积液,肝胰脏呈紫红色、胆囊肿大.从患病青鱼肝脏、血液中分离到大量优势生长的细菌.人工感染试验证实分离菌(WJ-)对健康青鱼具有很强的致病性.对分离菌进行了形态特征、理化特性等表型生物学特征检验、毒力因子检测、胞外酶分析及药敏试验,同时应用分子生物学方法测定了代表菌株的SrRNA基因序列.结果显示,病原菌进化树与嗜水气单胞菌同源性最高,在％以上;结合分离菌的表型及分子生物学分析,判定该菌为气单胞菌属(Aeromonas)的嗜水气单胞菌(A.hydrophila).气溶素Aer和不耐热性细胞肠毒素alt是嗜水气单胞菌主要的毒力相关因子,利用设计的两对特异性引物对进行Aer和alt基因的PCR扩增,分离菌可以扩增出大小分别为bp的和bp的基因片段,表明本次分离的病原嗜水气单胞菌具有气溶素和细胞肠毒素毒力因子;胞外酶分析显示,分离菌具有淀粉酶、DNA酶、脲酶、明胶酶活性.分离菌进行药敏试验结果表明,供试种抗生素中,氨曲南、氟苯尼考、庆大霉素等种抗生素抑菌效果显著.文章报道了病原嗜水气单胞菌引起常州青鱼大量死亡,并针对病原做了详细的研究,对青鱼的疾病防控和健康养殖具有重要的参考意义."
1834,1834,1834,1834,1834,1834,芳香植物罗勒的研究进展,"官玲亮,吴丽芬,庞玉新,胡雄飞,于福来,张影波,陈振夏,谢小丽","罗勒,挥发油,化学成分,药理药效","罗勒是一种药食同源的植物,具有疏风解表、化湿和中、强心安神、行气活血、解毒消肿、散瘀止痛等功效.本文从罗勒的繁殖技术、化学成分、挥发油的生物积累和提取方法、现代药理药效及作用机制、临床应用、细胞毒性等方面对近年来的研究进行综述,以期为罗勒的进一步开发利用提供参考."
1835,1835,1835,1835,1835,1835,苦荞加工利用新技术研究,"周海媚,李谣,黄丹丹,杜木英","苦荞,加工利用,新技术","苦荞是我国西部地区重要的集营养与保健于一体的药食同源的粮食作物.总结了近年来苦荞新型产品的开发现状与新技术的应用,对存在的问题进行了探讨,以期为苦荞资源的合理利用提供参考."
1836,1836,1836,1836,1836,1836,浅谈道地广陈皮与普通陈皮之差别,"魏裕涛,魏佳娜,庞玉思,魏静妍","陈皮,广陈皮,道地药材","陈皮是不可多得的药食同源、食养俱佳的著名地方特产,它是广东道地药材,乃""广东三宝""(陈皮、老姜、禾秆草)之首和""广东十大中药材""之一.陈皮为芸香科植物橘CitrusreticulataBlanco及其栽培变种的干燥成熟果皮.采摘成熟果实,剥取果皮,晒干或低温干燥.药材分为陈皮和广陈皮.<中国药典>在性状上明确区分了陈皮和广陈皮,说明两者在临床应用和日常食用中有明显区别.在实际使用中,无论作为药材还是食材,非医药工作者通常会将陈皮和广陈皮混淆,认为两者功效无多大差别.本文就两者在品种、产地、外观、化学成分、功效、历史渊源等方面进行分析比较,讨论广陈皮作为广东道地药材是否优于普通陈皮."
1837,1837,1837,1837,1837,1837,台州市食源性沙门菌耐药性、毒力因子及分子分型研究,"沈伟伟,裘丹红,盛莹,罗芸","食源性致病菌,沙门菌,耐药性,毒力因子,基因分型","目的了解台州市食品中分离的沙门菌耐药性、毒力因子以及基因分型情况,建立食源性沙门菌的分子特征本底信息,为食源性疾病的防治提供技术支撑.方法对近几年从食品中分离的株沙门菌进行种抗生素药敏试验、种毒力基因PCR检测、脉冲电场凝胶电泳(PFGE)基因分型,用BioNumerics.软件对分型数据进行聚类分析.结果株食源性沙门菌的总耐药率为.％,耐药率居前三位的抗生素分别是复方新诺明(％)、四环素(％)、萘啶酸(％)；所有菌株均检出种以上毒力因子,株肠炎沙门菌存在毒力岛、质粒及噬菌体等多种毒力因子；PFGE分型共得到个条带,可分为个基因型别,包括种指纹图谱,各基因型别间同源性小于％.结论台州市食源性沙门菌存在致病风险,建立的指纹图谱数据库可为食源性疾病的防治提供技术支持."
